,Injection Times,Injection Prices,Withdrawing Times,Withdrawing Prices
0,1625011200.0,9.887749999999997,1612051200.0,10.962749999999996
1,1656547200.0,10.429249999999998,1643587200.0,11.504249999999997
2,1688083200.0,10.970749999999999,1675123200.0,12.045749999999998
3,1719705600.0,11.512249999999998,1706659200.0,12.587249999999997
4,1751241600.0,12.053749999999997,1738281600.0,13.128749999999998
5,1782777600.0,12.595249999999998,1774915200.0,13.67025
6,1814313600.0,13.13675,1806451200.0,14.211749999999999
7,1845936000.0,13.678249999999998,1838073600.0,14.75325
8,1877472000.0,14.21975,1869609600.0,15.29475
